entity,entity_type,metric,value,period,source
ICBC,standalone,Profit After Tax,6,2023-Q1,rbnz-dashboard
ICBC,standalone,Total Assets,2321.6,2023-Q1,rbnz-dashboard
ICBC,standalone,Cash Position,485.8,2023-Q1,rbnz-dashboard
ICBC,standalone,Net Loans and Advances,1592,2023-Q1,rbnz-dashboard
ICBC,standalone,Deposits,916.2,2023-Q1,rbnz-dashboard
ICBC,standalone,Equity,304.2,2023-Q1,rbnz-dashboard
ICBC,standalone,Core Funding Ratio (CFR),94.9,2023-Q1,rbnz-dashboard
ICBC,standalone,1-Month Mismatch Ratio,15.4,2023-Q1,rbnz-dashboard
ICBC,standalone,1-Week Mismatch Ratio,10.5,2023-Q1,rbnz-dashboard
ICBC,standalone,Top 5 Non-Bank Credit Exposures,132.2,2023-Q1,rbnz-dashboard
ICBC,standalone,Top 5 Bank Credit Exposures,77.6,2023-Q1,rbnz-dashboard
ICBC,standalone,Bank Exposures ≥10% of CET1,3,2023-Q1,rbnz-dashboard
ICBC Group,group,Total Capital Ratio,,2023-Q1,rbnz-dashboard
ICBC Group,group,CET1 Ratio,,2023-Q1,rbnz-dashboard
ICBC Group,group,Tier 1 Capital Ratio,,2023-Q1,rbnz-dashboard
ICBC Group,group,Total Risk-Weighted Assets,,2023-Q1,rbnz-dashboard
ICBC Group,group,Total Non-Performing Loans,2.5,2023-Q1,rbnz-dashboard
ICBC Group,group,NPL Ratio,0.1,2023-Q1,rbnz-dashboard
ICBC Group,group,Individual Provisions,1.4,2023-Q1,rbnz-dashboard
ICBC Group,group,Collective Provisions,12.8,2023-Q1,rbnz-dashboard
ICBC Group,group,Return on Assets,1,2023-Q1,rbnz-dashboard
ICBC Group,group,Return on Equity,9.4,2023-Q1,rbnz-dashboard
ICBC Group,group,NIM,1.8,2023-Q1,rbnz-dashboard
ICBC Group,group,Net Interest Income,16.5,2023-Q1,rbnz-dashboard
ICBC Group,group,Trading and Hedging Gains,2.1,2023-Q1,rbnz-dashboard
ICBC Group,group,Fees and Commission Income,0.3,2023-Q1,rbnz-dashboard
ICBC Group,group,Other Income,0,2023-Q1,rbnz-dashboard
ICBC Group,group,Operating Expenses,5.9,2023-Q1,rbnz-dashboard
ICBC Group,group,Profit After Tax,9.3,2023-Q1,rbnz-dashboard
ICBC Group,group,Total Assets,3731.7,2023-Q1,rbnz-dashboard
ICBC Group,group,Cash Position,529.5,2023-Q1,rbnz-dashboard
ICBC Group,group,Net Loans and Advances,2947.1,2023-Q1,rbnz-dashboard
ICBC Group,group,Deposits,677.3,2023-Q1,rbnz-dashboard
ICBC Group,group,Equity,404.4,2023-Q1,rbnz-dashboard
ICBC Group,group,Core Funding Ratio (CFR),,2023-Q1,rbnz-dashboard
ICBC Group,group,1-Month Mismatch Ratio,,2023-Q1,rbnz-dashboard
ICBC Group,group,1-Week Mismatch Ratio,,2023-Q1,rbnz-dashboard
ICBC Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q1,rbnz-dashboard
ICBC Group,group,Top 5 Bank Credit Exposures,,2023-Q1,rbnz-dashboard
ICBC Group,group,Bank Exposures ≥10% of CET1,,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Total Capital Ratio,13.4,2023-Q1,rbnz-dashboard
Kiwibank,standalone,CET1 Ratio,10.4,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Tier 1 Capital Ratio,11.8,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Total Risk-Weighted Assets,17560.7,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Total Non-Performing Loans,30.3,2023-Q1,rbnz-dashboard
Kiwibank,standalone,NPL Ratio,0.1,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Individual Provisions,2.5,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Collective Provisions,82,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Return on Assets,0.5,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Return on Equity,7.2,2023-Q1,rbnz-dashboard
Kiwibank,standalone,NIM,2.5,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Net Interest Income,202,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Trading and Hedging Gains,-10.7,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Fees and Commission Income,2.1,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Other Income,0.1,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Operating Expenses,126.3,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Profit After Tax,40.8,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Total Assets,33505.4,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Cash Position,1141.1,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Net Loans and Advances,29257.9,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Deposits,25372.6,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Equity,2296.5,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Core Funding Ratio (CFR),91.6,2023-Q1,rbnz-dashboard
Kiwibank,standalone,1-Month Mismatch Ratio,10.9,2023-Q1,rbnz-dashboard
Kiwibank,standalone,1-Week Mismatch Ratio,10.5,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Top 5 Non-Bank Credit Exposures,52.6,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Top 5 Bank Credit Exposures,29.8,2023-Q1,rbnz-dashboard
Kiwibank,standalone,Bank Exposures ≥10% of CET1,0,2023-Q1,rbnz-dashboard
Rabo Group,group,Total Capital Ratio,,2023-Q1,rbnz-dashboard
Rabo Group,group,CET1 Ratio,,2023-Q1,rbnz-dashboard
Rabo Group,group,Tier 1 Capital Ratio,,2023-Q1,rbnz-dashboard
Rabo Group,group,Total Risk-Weighted Assets,,2023-Q1,rbnz-dashboard
Rabo Group,group,Total Non-Performing Loans,255.9,2023-Q1,rbnz-dashboard
Rabo Group,group,NPL Ratio,1.6,2023-Q1,rbnz-dashboard
Rabo Group,group,Individual Provisions,2.9,2023-Q1,rbnz-dashboard
Rabo Group,group,Collective Provisions,28.5,2023-Q1,rbnz-dashboard
Rabo Group,group,Return on Assets,1.1,2023-Q1,rbnz-dashboard
Rabo Group,group,Return on Equity,8.4,2023-Q1,rbnz-dashboard
Rabo Group,group,NIM,2.7,2023-Q1,rbnz-dashboard
Rabo Group,group,Net Interest Income,128.2,2023-Q1,rbnz-dashboard
Rabo Group,group,Trading and Hedging Gains,-6.1,2023-Q1,rbnz-dashboard
Rabo Group,group,Fees and Commission Income,0.6,2023-Q1,rbnz-dashboard
Rabo Group,group,Other Income,4.5,2023-Q1,rbnz-dashboard
Rabo Group,group,Operating Expenses,52.1,2023-Q1,rbnz-dashboard
Rabo Group,group,Profit After Tax,52.6,2023-Q1,rbnz-dashboard
Rabo Group,group,Total Assets,19290.1,2023-Q1,rbnz-dashboard
Rabo Group,group,Cash Position,2475.4,2023-Q1,rbnz-dashboard
Rabo Group,group,Net Loans and Advances,15990.9,2023-Q1,rbnz-dashboard
Rabo Group,group,Deposits,5942.2,2023-Q1,rbnz-dashboard
Rabo Group,group,Equity,2575.3,2023-Q1,rbnz-dashboard
Rabo Group,group,Core Funding Ratio (CFR),,2023-Q1,rbnz-dashboard
Rabo Group,group,1-Month Mismatch Ratio,,2023-Q1,rbnz-dashboard
Rabo Group,group,1-Week Mismatch Ratio,,2023-Q1,rbnz-dashboard
Rabo Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q1,rbnz-dashboard
Rabo Group,group,Top 5 Bank Credit Exposures,,2023-Q1,rbnz-dashboard
Rabo Group,group,Bank Exposures ≥10% of CET1,,2023-Q1,rbnz-dashboard
Rabobank,standalone,Total Capital Ratio,14.3,2023-Q1,rbnz-dashboard
Rabobank,standalone,CET1 Ratio,14.3,2023-Q1,rbnz-dashboard
Rabobank,standalone,Tier 1 Capital Ratio,14.3,2023-Q1,rbnz-dashboard
Rabobank,standalone,Total Risk-Weighted Assets,14483.9,2023-Q1,rbnz-dashboard
Rabobank,standalone,Total Non-Performing Loans,187.3,2023-Q1,rbnz-dashboard
Rabobank,standalone,NPL Ratio,1.5,2023-Q1,rbnz-dashboard
Rabobank,standalone,Individual Provisions,1.7,2023-Q1,rbnz-dashboard
Rabobank,standalone,Collective Provisions,23.6,2023-Q1,rbnz-dashboard
Rabobank,standalone,Return on Assets,1.2,2023-Q1,rbnz-dashboard
Rabobank,standalone,Return on Equity,8.8,2023-Q1,rbnz-dashboard
Rabobank,standalone,NIM,2.8,2023-Q1,rbnz-dashboard
Rabobank,standalone,Net Interest Income,103.8,2023-Q1,rbnz-dashboard
Rabobank,standalone,Trading and Hedging Gains,0.5,2023-Q1,rbnz-dashboard
Rabobank,standalone,Fees and Commission Income,0.2,2023-Q1,rbnz-dashboard
Rabobank,standalone,Other Income,0,2023-Q1,rbnz-dashboard
Rabobank,standalone,Operating Expenses,41.4,2023-Q1,rbnz-dashboard
Rabobank,standalone,Profit After Tax,44.8,2023-Q1,rbnz-dashboard
Rabobank,standalone,Total Assets,15487.3,2023-Q1,rbnz-dashboard
Rabobank,standalone,Cash Position,2096.5,2023-Q1,rbnz-dashboard
Rabobank,standalone,Net Loans and Advances,12829.4,2023-Q1,rbnz-dashboard
Rabobank,standalone,Deposits,5766.1,2023-Q1,rbnz-dashboard
Rabobank,standalone,Equity,2087.5,2023-Q1,rbnz-dashboard
Rabobank,standalone,Core Funding Ratio (CFR),83.6,2023-Q1,rbnz-dashboard
Rabobank,standalone,1-Month Mismatch Ratio,7.1,2023-Q1,rbnz-dashboard
Rabobank,standalone,1-Week Mismatch Ratio,7.2,2023-Q1,rbnz-dashboard
Rabobank,standalone,Top 5 Non-Bank Credit Exposures,16.1,2023-Q1,rbnz-dashboard
Rabobank,standalone,Top 5 Bank Credit Exposures,6.6,2023-Q1,rbnz-dashboard
Rabobank,standalone,Bank Exposures ≥10% of CET1,,2023-Q1,rbnz-dashboard
SBS,standalone,Total Capital Ratio,13.6,2023-Q1,rbnz-dashboard
SBS,standalone,CET1 Ratio,12.4,2023-Q1,rbnz-dashboard
SBS,standalone,Tier 1 Capital Ratio,12.4,2023-Q1,rbnz-dashboard
SBS,standalone,Total Risk-Weighted Assets,3481,2023-Q1,rbnz-dashboard
SBS,standalone,Total Non-Performing Loans,15.9,2023-Q1,rbnz-dashboard
SBS,standalone,NPL Ratio,0.3,2023-Q1,rbnz-dashboard
SBS,standalone,Individual Provisions,0.5,2023-Q1,rbnz-dashboard
SBS,standalone,Collective Provisions,34,2023-Q1,rbnz-dashboard
SBS,standalone,Return on Assets,0.7,2023-Q1,rbnz-dashboard
SBS,standalone,Return on Equity,7.6,2023-Q1,rbnz-dashboard
SBS,standalone,NIM,2.5,2023-Q1,rbnz-dashboard
SBS,standalone,Net Interest Income,35.5,2023-Q1,rbnz-dashboard
SBS,standalone,Trading and Hedging Gains,0.1,2023-Q1,rbnz-dashboard
SBS,standalone,Fees and Commission Income,5.8,2023-Q1,rbnz-dashboard
SBS,standalone,Other Income,1.8,2023-Q1,rbnz-dashboard
SBS,standalone,Operating Expenses,26.4,2023-Q1,rbnz-dashboard
SBS,standalone,Profit After Tax,9.5,2023-Q1,rbnz-dashboard
SBS,standalone,Total Assets,6004.8,2023-Q1,rbnz-dashboard
SBS,standalone,Cash Position,183.4,2023-Q1,rbnz-dashboard
SBS,standalone,Net Loans and Advances,5024.7,2023-Q1,rbnz-dashboard
SBS,standalone,Deposits,4165.6,2023-Q1,rbnz-dashboard
SBS,standalone,Equity,506.2,2023-Q1,rbnz-dashboard
SBS,standalone,Core Funding Ratio (CFR),96.8,2023-Q1,rbnz-dashboard
SBS,standalone,1-Month Mismatch Ratio,12.2,2023-Q1,rbnz-dashboard
SBS,standalone,1-Week Mismatch Ratio,7.2,2023-Q1,rbnz-dashboard
SBS,standalone,Top 5 Non-Bank Credit Exposures,24.5,2023-Q1,rbnz-dashboard
SBS,standalone,Top 5 Bank Credit Exposures,110.3,2023-Q1,rbnz-dashboard
SBS,standalone,Bank Exposures ≥10% of CET1,5,2023-Q1,rbnz-dashboard
TSB,standalone,Total Capital Ratio,12.9,2023-Q1,rbnz-dashboard
TSB,standalone,CET1 Ratio,12.9,2023-Q1,rbnz-dashboard
TSB,standalone,Tier 1 Capital Ratio,12.9,2023-Q1,rbnz-dashboard
TSB,standalone,Total Risk-Weighted Assets,4632.7,2023-Q1,rbnz-dashboard
TSB,standalone,Total Non-Performing Loans,37.1,2023-Q1,rbnz-dashboard
TSB,standalone,NPL Ratio,0.5,2023-Q1,rbnz-dashboard
TSB,standalone,Individual Provisions,0.4,2023-Q1,rbnz-dashboard
TSB,standalone,Collective Provisions,25.5,2023-Q1,rbnz-dashboard
TSB,standalone,Return on Assets,-0.5,2023-Q1,rbnz-dashboard
TSB,standalone,Return on Equity,-5.6,2023-Q1,rbnz-dashboard
TSB,standalone,NIM,2.1,2023-Q1,rbnz-dashboard
TSB,standalone,Net Interest Income,46.4,2023-Q1,rbnz-dashboard
TSB,standalone,Trading and Hedging Gains,-1,2023-Q1,rbnz-dashboard
TSB,standalone,Fees and Commission Income,3,2023-Q1,rbnz-dashboard
TSB,standalone,Other Income,0.4,2023-Q1,rbnz-dashboard
TSB,standalone,Operating Expenses,59.4,2023-Q1,rbnz-dashboard
TSB,standalone,Profit After Tax,-10.2,2023-Q1,rbnz-dashboard
TSB,standalone,Total Assets,9150,2023-Q1,rbnz-dashboard
TSB,standalone,Cash Position,560.4,2023-Q1,rbnz-dashboard
TSB,standalone,Net Loans and Advances,7078.1,2023-Q1,rbnz-dashboard
TSB,standalone,Deposits,8264.5,2023-Q1,rbnz-dashboard
TSB,standalone,Equity,730.6,2023-Q1,rbnz-dashboard
TSB,standalone,Core Funding Ratio (CFR),113,2023-Q1,rbnz-dashboard
TSB,standalone,1-Month Mismatch Ratio,18.2,2023-Q1,rbnz-dashboard
TSB,standalone,1-Week Mismatch Ratio,15.2,2023-Q1,rbnz-dashboard
TSB,standalone,Top 5 Non-Bank Credit Exposures,55.7,2023-Q1,rbnz-dashboard
TSB,standalone,Top 5 Bank Credit Exposures,55,2023-Q1,rbnz-dashboard
TSB,standalone,Bank Exposures ≥10% of CET1,3,2023-Q1,rbnz-dashboard
WBC Group,group,Total Capital Ratio,,2023-Q1,rbnz-dashboard
WBC Group,group,CET1 Ratio,,2023-Q1,rbnz-dashboard
WBC Group,group,Tier 1 Capital Ratio,,2023-Q1,rbnz-dashboard
WBC Group,group,Total Risk-Weighted Assets,,2023-Q1,rbnz-dashboard
WBC Group,group,Total Non-Performing Loans,383.5,2023-Q1,rbnz-dashboard
WBC Group,group,NPL Ratio,0.4,2023-Q1,rbnz-dashboard
WBC Group,group,Individual Provisions,31.2,2023-Q1,rbnz-dashboard
WBC Group,group,Collective Provisions,509.4,2023-Q1,rbnz-dashboard
WBC Group,group,Return on Assets,0.7,2023-Q1,rbnz-dashboard
WBC Group,group,Return on Equity,8.4,2023-Q1,rbnz-dashboard
WBC Group,group,NIM,2.3,2023-Q1,rbnz-dashboard
WBC Group,group,Net Interest Income,691.2,2023-Q1,rbnz-dashboard
WBC Group,group,Trading and Hedging Gains,16.6,2023-Q1,rbnz-dashboard
WBC Group,group,Fees and Commission Income,56.2,2023-Q1,rbnz-dashboard
WBC Group,group,Other Income,0.9,2023-Q1,rbnz-dashboard
WBC Group,group,Operating Expenses,330.9,2023-Q1,rbnz-dashboard
WBC Group,group,Profit After Tax,218.5,2023-Q1,rbnz-dashboard
WBC Group,group,Total Assets,132735.4,2023-Q1,rbnz-dashboard
WBC Group,group,Cash Position,14021.2,2023-Q1,rbnz-dashboard
WBC Group,group,Net Loans and Advances,98622.4,2023-Q1,rbnz-dashboard
WBC Group,group,Deposits,79980,2023-Q1,rbnz-dashboard
WBC Group,group,Equity,10487.6,2023-Q1,rbnz-dashboard
WBC Group,group,Core Funding Ratio (CFR),,2023-Q1,rbnz-dashboard
WBC Group,group,1-Month Mismatch Ratio,,2023-Q1,rbnz-dashboard
WBC Group,group,1-Week Mismatch Ratio,,2023-Q1,rbnz-dashboard
WBC Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q1,rbnz-dashboard
WBC Group,group,Top 5 Bank Credit Exposures,,2023-Q1,rbnz-dashboard
WBC Group,group,Bank Exposures ≥10% of CET1,,2023-Q1,rbnz-dashboard
Westpac,standalone,Total Capital Ratio,13.7,2023-Q1,rbnz-dashboard
Westpac,standalone,CET1 Ratio,11.1,2023-Q1,rbnz-dashboard
Westpac,standalone,Tier 1 Capital Ratio,12.7,2023-Q1,rbnz-dashboard
Westpac,standalone,Total Risk-Weighted Assets,67944.1,2023-Q1,rbnz-dashboard
Westpac,standalone,Total Non-Performing Loans,383.5,2023-Q1,rbnz-dashboard
Westpac,standalone,NPL Ratio,0.4,2023-Q1,rbnz-dashboard
Westpac,standalone,Individual Provisions,31.2,2023-Q1,rbnz-dashboard
Westpac,standalone,Collective Provisions,502.3,2023-Q1,rbnz-dashboard
Westpac,standalone,Return on Assets,0.6,2023-Q1,rbnz-dashboard
Westpac,standalone,Return on Equity,8.4,2023-Q1,rbnz-dashboard
Westpac,standalone,NIM,2.3,2023-Q1,rbnz-dashboard
Westpac,standalone,Net Interest Income,665.2,2023-Q1,rbnz-dashboard
Westpac,standalone,Trading and Hedging Gains,-22.1,2023-Q1,rbnz-dashboard
Westpac,standalone,Fees and Commission Income,57.8,2023-Q1,rbnz-dashboard
Westpac,standalone,Other Income,2.3,2023-Q1,rbnz-dashboard
Westpac,standalone,Operating Expenses,315.6,2023-Q1,rbnz-dashboard
Westpac,standalone,Profit After Tax,186.2,2023-Q1,rbnz-dashboard
Westpac,standalone,Total Assets,122047.3,2023-Q1,rbnz-dashboard
Westpac,standalone,Cash Position,11377.8,2023-Q1,rbnz-dashboard
Westpac,standalone,Net Loans and Advances,98209.3,2023-Q1,rbnz-dashboard
Westpac,standalone,Deposits,80104.7,2023-Q1,rbnz-dashboard
Westpac,standalone,Equity,8898.9,2023-Q1,rbnz-dashboard
Westpac,standalone,Core Funding Ratio (CFR),88.2,2023-Q1,rbnz-dashboard
Westpac,standalone,1-Month Mismatch Ratio,9,2023-Q1,rbnz-dashboard
Westpac,standalone,1-Week Mismatch Ratio,9.8,2023-Q1,rbnz-dashboard
Westpac,standalone,Top 5 Non-Bank Credit Exposures,56.7,2023-Q1,rbnz-dashboard
Westpac,standalone,Top 5 Bank Credit Exposures,16.2,2023-Q1,rbnz-dashboard
Westpac,standalone,Bank Exposures ≥10% of CET1,,2023-Q1,rbnz-dashboard
ANZ,standalone,Total Capital Ratio,15.5,2023-Q2,rbnz-dashboard
ANZ,standalone,CET1 Ratio,12.5,2023-Q2,rbnz-dashboard
ANZ,standalone,Tier 1 Capital Ratio,14.1,2023-Q2,rbnz-dashboard
ANZ,standalone,Total Risk-Weighted Assets,112182.5,2023-Q2,rbnz-dashboard
ANZ,standalone,Total Non-Performing Loans,752.2,2023-Q2,rbnz-dashboard
ANZ,standalone,NPL Ratio,0.5,2023-Q2,rbnz-dashboard
ANZ,standalone,Individual Provisions,60.5,2023-Q2,rbnz-dashboard
ANZ,standalone,Collective Provisions,685.4,2023-Q2,rbnz-dashboard
ANZ,standalone,Return on Assets,1.3,2023-Q2,rbnz-dashboard
ANZ,standalone,Return on Equity,13.2,2023-Q2,rbnz-dashboard
ANZ,standalone,NIM,2.4,2023-Q2,rbnz-dashboard
ANZ,standalone,Net Interest Income,1062.8,2023-Q2,rbnz-dashboard
ANZ,standalone,Trading and Hedging Gains,71.5,2023-Q2,rbnz-dashboard
ANZ,standalone,Fees and Commission Income,129.9,2023-Q2,rbnz-dashboard
ANZ,standalone,Other Income,25.2,2023-Q2,rbnz-dashboard
ANZ,standalone,Operating Expenses,418.2,2023-Q2,rbnz-dashboard
ANZ,standalone,Profit After Tax,599.9,2023-Q2,rbnz-dashboard
ANZ,standalone,Total Assets,191718.2,2023-Q2,rbnz-dashboard
ANZ,standalone,Cash Position,11023.1,2023-Q2,rbnz-dashboard
ANZ,standalone,Net Loans and Advances,148870,2023-Q2,rbnz-dashboard
ANZ,standalone,Deposits,131226,2023-Q2,rbnz-dashboard
ANZ,standalone,Equity,18467.5,2023-Q2,rbnz-dashboard
ANZ,standalone,Core Funding Ratio (CFR),89.9,2023-Q2,rbnz-dashboard
ANZ,standalone,1-Month Mismatch Ratio,7,2023-Q2,rbnz-dashboard
ANZ,standalone,1-Week Mismatch Ratio,8,2023-Q2,rbnz-dashboard
ANZ,standalone,Top 5 Non-Bank Credit Exposures,35.3,2023-Q2,rbnz-dashboard
ANZ,standalone,Top 5 Bank Credit Exposures,16.7,2023-Q2,rbnz-dashboard
ANZ,standalone,Bank Exposures ≥10% of CET1,0,2023-Q2,rbnz-dashboard
ANZ Group,group,Total Capital Ratio,,2023-Q2,rbnz-dashboard
ANZ Group,group,CET1 Ratio,,2023-Q2,rbnz-dashboard
ANZ Group,group,Tier 1 Capital Ratio,,2023-Q2,rbnz-dashboard
ANZ Group,group,Total Risk-Weighted Assets,,2023-Q2,rbnz-dashboard
ANZ Group,group,Total Non-Performing Loans,755,2023-Q2,rbnz-dashboard
ANZ Group,group,NPL Ratio,0.5,2023-Q2,rbnz-dashboard
ANZ Group,group,Individual Provisions,60.6,2023-Q2,rbnz-dashboard
ANZ Group,group,Collective Provisions,686.2,2023-Q2,rbnz-dashboard
ANZ Group,group,Return on Assets,1.2,2023-Q2,rbnz-dashboard
ANZ Group,group,Return on Equity,14.4,2023-Q2,rbnz-dashboard
ANZ Group,group,NIM,2.4,2023-Q2,rbnz-dashboard
ANZ Group,group,Net Interest Income,1047.2,2023-Q2,rbnz-dashboard
ANZ Group,group,Trading and Hedging Gains,75,2023-Q2,rbnz-dashboard
ANZ Group,group,Fees and Commission Income,129.9,2023-Q2,rbnz-dashboard
ANZ Group,group,Other Income,26.1,2023-Q2,rbnz-dashboard
ANZ Group,group,Operating Expenses,418.4,2023-Q2,rbnz-dashboard
ANZ Group,group,Profit After Tax,591.2,2023-Q2,rbnz-dashboard
ANZ Group,group,Total Assets,192047.7,2023-Q2,rbnz-dashboard
ANZ Group,group,Cash Position,11031.2,2023-Q2,rbnz-dashboard
ANZ Group,group,Net Loans and Advances,149194.8,2023-Q2,rbnz-dashboard
ANZ Group,group,Deposits,131226,2023-Q2,rbnz-dashboard
ANZ Group,group,Equity,16710.1,2023-Q2,rbnz-dashboard
ANZ Group,group,Core Funding Ratio (CFR),,2023-Q2,rbnz-dashboard
ANZ Group,group,1-Month Mismatch Ratio,,2023-Q2,rbnz-dashboard
ANZ Group,group,1-Week Mismatch Ratio,,2023-Q2,rbnz-dashboard
ANZ Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q2,rbnz-dashboard
ANZ Group,group,Top 5 Bank Credit Exposures,,2023-Q2,rbnz-dashboard
ANZ Group,group,Bank Exposures ≥10% of CET1,,2023-Q2,rbnz-dashboard
ASB,standalone,Total Capital Ratio,15.7,2023-Q2,rbnz-dashboard
ASB,standalone,CET1 Ratio,14.3,2023-Q2,rbnz-dashboard
ASB,standalone,Tier 1 Capital Ratio,14.3,2023-Q2,rbnz-dashboard
ASB,standalone,Total Risk-Weighted Assets,70779.7,2023-Q2,rbnz-dashboard
ASB,standalone,Total Non-Performing Loans,576.3,2023-Q2,rbnz-dashboard
ASB,standalone,NPL Ratio,0.5,2023-Q2,rbnz-dashboard
ASB,standalone,Individual Provisions,74.9,2023-Q2,rbnz-dashboard
ASB,standalone,Collective Provisions,523,2023-Q2,rbnz-dashboard
ASB,standalone,Return on Assets,1.1,2023-Q2,rbnz-dashboard
ASB,standalone,Return on Equity,13.4,2023-Q2,rbnz-dashboard
ASB,standalone,NIM,2.4,2023-Q2,rbnz-dashboard
ASB,standalone,Net Interest Income,750.9,2023-Q2,rbnz-dashboard
ASB,standalone,Trading and Hedging Gains,-3.1,2023-Q2,rbnz-dashboard
ASB,standalone,Fees and Commission Income,92.4,2023-Q2,rbnz-dashboard
ASB,standalone,Other Income,-1.8,2023-Q2,rbnz-dashboard
ASB,standalone,Operating Expenses,338.4,2023-Q2,rbnz-dashboard
ASB,standalone,Profit After Tax,359.7,2023-Q2,rbnz-dashboard
ASB,standalone,Total Assets,126896.3,2023-Q2,rbnz-dashboard
ASB,standalone,Cash Position,8960.8,2023-Q2,rbnz-dashboard
ASB,standalone,Net Loans and Advances,108446.7,2023-Q2,rbnz-dashboard
ASB,standalone,Deposits,80722.7,2023-Q2,rbnz-dashboard
ASB,standalone,Equity,10679.1,2023-Q2,rbnz-dashboard
ASB,standalone,Core Funding Ratio (CFR),90.4,2023-Q2,rbnz-dashboard
ASB,standalone,1-Month Mismatch Ratio,8.8,2023-Q2,rbnz-dashboard
ASB,standalone,1-Week Mismatch Ratio,8.6,2023-Q2,rbnz-dashboard
ASB,standalone,Top 5 Non-Bank Credit Exposures,17,2023-Q2,rbnz-dashboard
ASB,standalone,Top 5 Bank Credit Exposures,14.5,2023-Q2,rbnz-dashboard
ASB,standalone,Bank Exposures ≥10% of CET1,,2023-Q2,rbnz-dashboard
BNZ,standalone,Total Capital Ratio,15.2,2023-Q2,rbnz-dashboard
BNZ,standalone,CET1 Ratio,12.8,2023-Q2,rbnz-dashboard
BNZ,standalone,Tier 1 Capital Ratio,14.1,2023-Q2,rbnz-dashboard
BNZ,standalone,Total Risk-Weighted Assets,80352.2,2023-Q2,rbnz-dashboard
BNZ,standalone,Total Non-Performing Loans,464.1,2023-Q2,rbnz-dashboard
BNZ,standalone,NPL Ratio,0.5,2023-Q2,rbnz-dashboard
BNZ,standalone,Individual Provisions,74,2023-Q2,rbnz-dashboard
BNZ,standalone,Collective Provisions,834.6,2023-Q2,rbnz-dashboard
BNZ,standalone,Return on Assets,1.1,2023-Q2,rbnz-dashboard
BNZ,standalone,Return on Equity,12.8,2023-Q2,rbnz-dashboard
BNZ,standalone,NIM,2.4,2023-Q2,rbnz-dashboard
BNZ,standalone,Net Interest Income,720.1,2023-Q2,rbnz-dashboard
BNZ,standalone,Trading and Hedging Gains,69.9,2023-Q2,rbnz-dashboard
BNZ,standalone,Fees and Commission Income,88.2,2023-Q2,rbnz-dashboard
BNZ,standalone,Other Income,0,2023-Q2,rbnz-dashboard
BNZ,standalone,Operating Expenses,310.6,2023-Q2,rbnz-dashboard
BNZ,standalone,Profit After Tax,366.5,2023-Q2,rbnz-dashboard
BNZ,standalone,Total Assets,130405.6,2023-Q2,rbnz-dashboard
BNZ,standalone,Cash Position,12687.3,2023-Q2,rbnz-dashboard
BNZ,standalone,Net Loans and Advances,101857.6,2023-Q2,rbnz-dashboard
